モノ,カテゴリ,行為
鍋,それを使用する際にミスや事故で起きる行為,鍋を割る
鍋,それを使用する際にミスや事故で起きる行為,鍋を吹きこぼす
鍋,それを使用する際にミスや事故で起きる行為,鍋の取っ手を壊す
鍋,それを使用する際にミスや事故で起きる行為,鍋を誤って加熱する
鍋,それを使用する際にミスや事故で起きる行為,鍋を触る
鍋,それを使用する際にミスや事故で起きる行為,鍋を焦がす
鍋,それを使用する際にミスや事故で起きる行為,鍋を取り違える
鍋,それを使用する際にミスや事故で起きる行為,鍋を誤って捨てる
鍋,それを用いて人との関係の中で起こりうる行為,鍋料理を一緒に作る
鍋,それを用いて人との関係の中で起こりうる行為,鍋を貸す
鍋,それを用いて人との関係の中で起こりうる行為,鍋を借りる
鍋,それを用いて人との関係の中で起こりうる行為,鍋を共有する
鍋,それを用いて人との関係の中で起こりうる行為,鍋料理を楽しむ
鍋,それを用いて人との関係の中で起こりうる行為,鍋のレシピを教える
鍋,それを用いて人との関係の中で起こりうる行為,鍋の感想を言う
鍋,それを用いて人との関係の中で起こりうる行為,鍋を返す
鍋,それを用いて人との関係の中で起こりうる行為,鍋を贈る
鍋,それを用いて人との関係の中で起こりうる行為,鍋を見せる
鍋,それを用いて人との関係の中で起こりうる行為,鍋を取り合う
鍋,それを用いて人との関係の中で起こりうる行為,鍋について話す
鍋,それを用いて人との関係の中で起こりうる行為,鍋を交換する
鍋,それを用いて人との関係の中で起こりうる行為,鍋を紹介する
鍋,それを用いて人との関係の中で起こりうる行為,鍋を一緒に使う
鍋,それを用いて人との関係の中で起こりうる行為,鍋を探し合う
鍋,それを用いて人との関係の中で起こりうる行為,鍋を手渡す
鍋,それを用いて人との関係の中で起こりうる行為,鍋を洗い合う
鍋,それを用いて人との関係の中で起こりうる行為,鍋を使って料理を教える
鍋,それを用いて人との関係の中で起こりうる行為,鍋の使い方を説明する
自動調理器,使用する際の一連の行為,自動調理器を取り出す
自動調理器,使用する際の一連の行為,水を入れる
自動調理器,使用する際の一連の行為,材料をセットする
自動調理器,使用する際の一連の行為,プログラムを選ぶ
自動調理器,使用する際の一連の行為,電源を入れる
自動調理器,使用する際の一連の行為,調理時間を設定する
自動調理器,使用する際の一連の行為,蓋を閉める
自動調理器,使用する際の一連の行為,スタートボタンを押す
自動調理器,使用する際の一連の行為,調理過程を確認する
自動調理器,使用する際の一連の行為,アラームが鳴るのを待つ
自動調理器,使用する際の一連の行為,調理が完了する
自動調理器,使用する際の一連の行為,蓋を開ける
自動調理器,使用する際の一連の行為,料理を取り出す
自動調理器,使用する際の一連の行為,自動調理器を洗う
自動調理器,使用する際の一連の行為,自動調理器を乾かす
自動調理器,使用する際の一連の行為,自動調理器をしまう
自動調理器,使用する際の一連の行為,レシピを確認する
自動調理器,使用する際の一連の行為,自動調理器を温め直す
自動調理器,使用する際の一連の行為,自動調理器を移動する
自動調理器,使用する際の一連の行為,操作マニュアルを確認する
自動調理器,それと他のモノを使って行う行為,スプーンでかき混ぜる
自動調理器,それと他のモノを使って行う行為,お玉で取り分ける
自動調理器,それと他のモノを使って行う行為,蓋をする
自動調理器,それと他のモノを使って行う行為,コンロで火をつける
自動調理器,それと他のモノを使って行う行為,レシピ本を読む
自動調理器,それと他のモノを使って行う行為,調味料を入れる
自動調理器,それと他のモノを使って行う行為,皿に盛る
自動調理器,それと他のモノを使って行う行為,ナイフで切る
自動調理器,それと他のモノを使って行う行為,フォークで刺す
自動調理器,それと他のモノを使って行う行為,鍋敷きを使う
