モノ,単語,原形,品詞,依存関係,親
電子書籍,を,を,ADP,case,デバイス
電子書籍,開い,開く,VERB,advcl,隠れる
電子書籍,て,て,SCONJ,mark,開い
電子書籍,隠れる,隠れる,VERB,ROOT,隠れる
電子書籍,デバイス,デバイス,NOUN,obl,する
電子書籍,で,で,ADP,case,デバイス
電子書籍,積み木,積み木,NOUN,obj,する
電子書籍,を,を,ADP,case,積み木
電子書籍,する,する,VERB,ROOT,する
電子書籍,画面,画面,NOUN,obl,描く
電子書籍,に,に,ADP,case,画面
電子書籍,絵,絵,NOUN,obj,描く
電子書籍,を,を,ADP,case,絵
電子書籍,描く,描く,VERB,ROOT,描く
電子書籍,デバイス,デバイス,NOUN,obj,使っ
電子書籍,を,を,ADP,case,デバイス
電子書籍,使っ,使う,VERB,advcl,作る
電子書籍,て,て,SCONJ,mark,使っ
電子書籍,仮面,仮面,NOUN,obj,作る
電子書籍,を,を,ADP,case,仮面
電子書籍,作る,作る,VERB,ROOT,作る
電子書籍,デバイス,デバイス,NOUN,obj,並べ
電子書籍,を,を,ADP,case,デバイス
電子書籍,並べ,並べる,VERB,advcl,作る
電子書籍,て,て,SCONJ,mark,並べ
電子書籍,道,道,NOUN,obj,作る
電子書籍,を,を,ADP,case,道
電子書籍,作る,作る,VERB,ROOT,作る
電子書籍,デバイス,デバイス,NOUN,obl,作る
電子書籍,で,で,ADP,case,デバイス
電子書籍,家,家,NOUN,obj,作る
電子書籍,を,を,ADP,case,家
電子書籍,作る,作る,VERB,ROOT,作る
電子書籍,デバイス,デバイス,NOUN,obj,飛ばし
電子書籍,を,を,ADP,case,デバイス
電子書籍,飛ばし,飛ばす,VERB,advcl,キャッチ
電子書籍,て,て,SCONJ,mark,飛ばし
電子書籍,キャッチ,キャッチ,VERB,ROOT,キャッチ
電子書籍,する,する,AUX,aux,キャッチ
電子書籍,デバイス,デバイス,NOUN,obl,する
電子書籍,で,で,ADP,case,デバイス
電子書籍,バランス,バランス,NOUN,compound,ゲーム
電子書籍,ゲーム,ゲーム,NOUN,obj,する
電子書籍,を,を,ADP,case,ゲーム
電子書籍,する,する,VERB,ROOT,する
電子書籍,デバイス,デバイス,NOUN,obl,隠す
電子書籍,に,に,ADP,case,デバイス
電子書籍,小物,小物,NOUN,obj,隠す
電子書籍,を,を,ADP,case,小物
電子書籍,隠す,隠す,VERB,ROOT,隠す
電子書籍,デバイス,デバイス,NOUN,obj,投げ
電子書籍,を,を,ADP,case,デバイス
電子書籍,投げ,投げる,VERB,advcl,競う
電子書籍,て,て,SCONJ,mark,投げ
電子書籍,距離,距離,NOUN,obj,競う
電子書籍,を,を,ADP,case,距離
電子書籍,競う,競う,VERB,ROOT,競う
電子書籍,デバイス,デバイス,NOUN,obj,積み上げ
電子書籍,を,を,ADP,case,デバイス
電子書籍,積み上げ,積み上げる,VERB,ROOT,積み上げ
電子書籍,て,て,SCONJ,mark,積み上げ
電子書籍,競う,競う,VERB,fixed,て
電子書籍,デバイス,デバイス,NOUN,obl,作る
電子書籍,で,で,ADP,case,デバイス
電子書籍,トンネル,トンネル,NOUN,obj,作る
電子書籍,を,を,ADP,case,トンネル
電子書籍,作る,作る,VERB,ROOT,作る
電子書籍,デバイス,デバイス,NOUN,obl,隠す
電子書籍,に,に,ADP,case,デバイス
電子書籍,手紙,手紙,NOUN,obj,隠す
電子書籍,を,を,ADP,case,手紙
電子書籍,隠す,隠す,VERB,ROOT,隠す
電子書籍,デバイス,デバイス,NOUN,obj,重ね
電子書籍,を,を,ADP,case,デバイス
電子書籍,重ね,重ねる,VERB,advcl,競う
電子書籍,て,て,SCONJ,mark,重ね
電子書籍,高,高い,ADJ,obj,競う
電子書籍,さ,さ,PART,mark,高
電子書籍,を,を,ADP,case,高
電子書籍,競う,競う,VERB,ROOT,競う
電子書籍,デバイス,デバイス,NOUN,obl,作る
電子書籍,で,で,ADP,case,デバイス
電子書籍,迷路,迷路,NOUN,obj,作る
電子書籍,を,を,ADP,case,迷路
電子書籍,作る,作る,VERB,ROOT,作る
電子書籍,デバイス,デバイス,NOUN,obl,送る
電子書籍,で,で,ADP,case,デバイス
電子書籍,風,風,NOUN,obj,送る
電子書籍,を,を,ADP,case,風
電子書籍,送る,送る,VERB,ROOT,送る
電子書籍,ページ,ページ,NOUN,obj,スワイプ
電子書籍,を,を,ADP,case,ページ
電子書籍,スワイプ,スワイプ,VERB,ROOT,スワイプ
電子書籍,する,する,AUX,aux,スワイプ
電子書籍,画面,画面,NOUN,obj,タップ
電子書籍,を,を,ADP,case,画面
電子書籍,タップ,タップ,VERB,ROOT,タップ
電子書籍,する,する,AUX,aux,タップ
電子書籍,デバイス,デバイス,NOUN,obj,持ち上げる
電子書籍,を,を,ADP,case,デバイス
電子書籍,持ち上げる,持ち上げる,VERB,ROOT,持ち上げる
電子書籍,デバイス,デバイス,NOUN,obj,傾ける
電子書籍,を,を,ADP,case,デバイス
電子書籍,傾ける,傾ける,VERB,ROOT,傾ける
電子書籍,ページ,ページ,NOUN,obj,閉じる
電子書籍,を,を,ADP,case,ページ
電子書籍,閉じる,閉じる,VERB,ROOT,閉じる
電子書籍,読む,読む,VERB,acl,速度
電子書籍,速度,速度,NOUN,obj,変える
電子書籍,を,を,ADP,case,速度
電子書籍,変える,変える,VERB,ROOT,変える
電子書籍,目,目,NOUN,obj,こする
電子書籍,を,を,ADP,case,目
電子書籍,こする,こする,VERB,ROOT,こする
電子書籍,読ん,読む,VERB,acl,場所
電子書籍,で,で,SCONJ,mark,読ん
電子書籍,いる,いる,VERB,fixed,で
電子書籍,場所,場所,NOUN,obj,見失う
電子書籍,を,を,ADP,case,場所
電子書籍,見失う,見失う,VERB,ROOT,見失う
電子書籍,しおり,しおり,NOUN,obj,挿入
電子書籍,を,を,ADP,case,しおり
電子書籍,挿入,挿入,VERB,ROOT,挿入
電子書籍,する,する,AUX,aux,挿入
電子書籍,デバイス,デバイス,NOUN,obj,置く
電子書籍,を,を,ADP,case,デバイス
電子書籍,机,机,NOUN,obl,置く
電子書籍,に,に,ADP,case,机
電子書籍,置く,置く,VERB,ROOT,置く
電子書籍,デバイス,デバイス,NOUN,obj,置く
電子書籍,を,を,ADP,case,デバイス
電子書籍,膝,膝,NOUN,nmod,上
電子書籍,の,の,ADP,case,膝
電子書籍,上,上,NOUN,obl,置く
電子書籍,に,に,ADP,case,上
電子書籍,置く,置く,VERB,ROOT,置く
電子書籍,デバイス,デバイス,NOUN,obj,開い
電子書籍,を,を,ADP,case,デバイス
電子書籍,開い,開く,VERB,acl,まま
電子書籍,た,た,AUX,aux,開い
電子書籍,まま,まま,NOUN,obl,置く
電子書籍,置く,置く,VERB,ROOT,置く
電子書籍,画面,画面,NOUN,obj,撫でる
電子書籍,を,を,ADP,case,画面
電子書籍,撫でる,撫でる,VERB,ROOT,撫でる
電子書籍,デバイス,デバイス,NOUN,obj,する
電子書籍,を,を,ADP,case,デバイス
電子書籍,上下,上下,NOUN,compound,逆
電子書籍,逆,逆,ADJ,advcl,する
電子書籍,に,だ,AUX,aux,逆
電子書籍,する,する,VERB,ROOT,する
電子書籍,デバイス,デバイス,NOUN,obj,持つ
電子書籍,を,を,ADP,case,デバイス
電子書籍,片手,片手,NOUN,obl,持つ
電子書籍,で,で,ADP,case,片手
電子書籍,持つ,持つ,VERB,ROOT,持つ
電子書籍,頭,頭,NOUN,obj,かく
電子書籍,を,を,ADP,case,頭
電子書籍,かく,かく,ADV,ROOT,かく
電子書籍,画面,画面,NOUN,nmod,匂い
電子書籍,の,の,ADP,case,画面
電子書籍,匂い,匂い,NOUN,obj,嗅ぐ
電子書籍,を,を,ADP,case,匂い
電子書籍,嗅ぐ,嗅ぐ,VERB,ROOT,嗅ぐ
電子書籍,デバイス,デバイス,NOUN,obj,叩く
電子書籍,を,を,ADP,case,デバイス
電子書籍,指,指,NOUN,obl,叩く
電子書籍,で,で,ADP,case,指
電子書籍,叩く,叩く,VERB,ROOT,叩く
電子書籍,デバイス,デバイス,NOUN,obj,引き寄せる
電子書籍,を,を,ADP,case,デバイス
電子書籍,手元,手元,NOUN,obl,引き寄せる
電子書籍,に,に,ADP,case,手元
電子書籍,引き寄せる,引き寄せる,VERB,ROOT,引き寄せる
電子書籍,デバイス,デバイス,NOUN,obj,落とす
電子書籍,を,を,ADP,case,デバイス
電子書籍,落とす,落とす,VERB,ROOT,落とす
電子書籍,画面,画面,NOUN,obj,割る
電子書籍,を,を,ADP,case,画面
電子書籍,割る,割る,VERB,ROOT,割る
電子書籍,しおり,しおり,NOUN,obj,なくす
電子書籍,を,を,ADP,case,しおり
電子書籍,なくす,なくす,VERB,ROOT,なくす
電子書籍,デバイス,デバイス,NOUN,obj,濡らす
電子書籍,を,を,ADP,case,デバイス
電子書籍,濡らす,濡らす,VERB,ROOT,濡らす
電子書籍,デバイス,デバイス,NOUN,obj,汚す
電子書籍,を,を,ADP,case,デバイス
電子書籍,汚す,汚す,VERB,ROOT,汚す
電子書籍,デバイス,デバイス,NOUN,nsubj,反応
電子書籍,が,が,ADP,case,デバイス
電子書籍,反応,反応,VERB,ROOT,反応
電子書籍,し,する,AUX,aux,反応
電子書籍,ない,ない,AUX,aux,反応
電子書籍,画面,画面,NOUN,nsubj,引っかかる
電子書籍,が,が,ADP,case,画面
電子書籍,引っかかる,引っかかる,VERB,ROOT,引っかかる
電子書籍,誤っ,誤る,VERB,advcl,閉じる
電子書籍,て,て,SCONJ,mark,誤っ
電子書籍,デバイス,デバイス,NOUN,obj,閉じる
電子書籍,を,を,ADP,case,デバイス
電子書籍,閉じる,閉じる,VERB,ROOT,閉じる
電子書籍,ページ,ページ,NOUN,obj,抜かす
電子書籍,を,を,ADP,case,ページ
電子書籍,抜かす,抜かす,VERB,ROOT,抜かす
電子書籍,デバイス,デバイス,NOUN,nsubj,開か
電子書籍,が,が,ADP,case,デバイス
電子書籍,開か,開く,VERB,ROOT,開か
電子書籍,ない,ない,AUX,aux,開か
電子書籍,指,指,NOUN,obj,切る
電子書籍,を,を,ADP,case,指
電子書籍,切る,切る,VERB,ROOT,切る
電子書籍,デバイス,デバイス,NOUN,obj,忘れる
電子書籍,を,を,ADP,case,デバイス
電子書籍,忘れる,忘れる,VERB,ROOT,忘れる
電子書籍,誤っ,誤る,VERB,advcl,操作
電子書籍,て,て,SCONJ,mark,誤っ
電子書籍,操作,操作,VERB,ROOT,操作
電子書籍,する,する,AUX,aux,操作
電子書籍,付箋,付箋,NOUN,obj,なくす
電子書籍,を,を,ADP,case,付箋
電子書籍,なくす,なくす,VERB,ROOT,なくす
電子書籍,デバイス,デバイス,NOUN,obj,踏む
電子書籍,を,を,ADP,case,デバイス
電子書籍,踏む,踏む,VERB,ROOT,踏む
電子書籍,デバイス,デバイス,NOUN,obj,読む
電子書籍,を,を,ADP,case,デバイス
電子書籍,逆さま,逆さま,ADJ,advcl,読む
電子書籍,に,だ,AUX,aux,逆さま
電子書籍,読む,読む,VERB,ROOT,読む
電子書籍,デバイス,デバイス,NOUN,obj,紛失
電子書籍,を,を,ADP,case,デバイス
電子書籍,紛失,紛失,VERB,ROOT,紛失
電子書籍,する,する,AUX,aux,紛失
電子書籍,カバー,カバー,NOUN,obj,破る
電子書籍,を,を,ADP,case,カバー
電子書籍,破る,破る,VERB,ROOT,破る
電子書籍,デバイス,デバイス,NOUN,nsubj,見つから
電子書籍,が,が,ADP,case,デバイス
電子書籍,見つから,見つかる,VERB,ROOT,見つから
電子書籍,ない,ない,AUX,aux,見つから
電子書籍,デバイス,デバイス,NOUN,nsubj,壊れる
電子書籍,が,が,ADP,case,デバイス
電子書籍,壊れる,壊れる,VERB,ROOT,壊れる
電子書籍,デバイス,デバイス,NOUN,obj,貸す
電子書籍,を,を,ADP,case,デバイス
電子書籍,貸す,貸す,VERB,ROOT,貸す
電子書籍,デバイス,デバイス,NOUN,obj,借りる
電子書籍,を,を,ADP,case,デバイス
電子書籍,借りる,借りる,VERB,ROOT,借りる
電子書籍,デバイス,デバイス,NOUN,obj,共有
電子書籍,を,を,ADP,case,デバイス
電子書籍,共有,共有,VERB,ROOT,共有
電子書籍,する,する,AUX,aux,共有
電子書籍,電子,電子,NOUN,compound,書籍
電子書籍,書籍,書籍,NOUN,obl,話す
電子書籍,に,に,ADP,case,書籍
電子書籍,つい,つく,VERB,fixed,に
電子書籍,て,て,SCONJ,fixed,に
電子書籍,話す,話す,VERB,ROOT,話す
電子書籍,電子,電子,NOUN,compound,書籍
電子書籍,書籍,書籍,NOUN,obj,推薦
電子書籍,を,を,ADP,case,書籍
電子書籍,推薦,推薦,VERB,ROOT,推薦
電子書籍,する,する,AUX,aux,推薦
電子書籍,電子,電子,NOUN,compound,書籍
電子書籍,書籍,書籍,NOUN,obj,贈る
電子書籍,を,を,ADP,case,書籍
電子書籍,贈る,贈る,VERB,ROOT,贈る
電子書籍,電子,電子,NOUN,compound,書籍
電子書籍,書籍,書籍,NOUN,obj,返す
電子書籍,を,を,ADP,case,書籍
電子書籍,返す,返す,VERB,ROOT,返す
電子書籍,一緒,一緒,NOUN,obl,読む
電子書籍,に,に,ADP,case,一緒
電子書籍,読む,読む,VERB,ROOT,読む
電子書籍,読書,読書,NOUN,compound,会
電子書籍,会,会,NOUN,obj,する
電子書籍,を,を,ADP,case,会
電子書籍,する,する,VERB,ROOT,する
電子書籍,感想,感想,NOUN,obj,交換
電子書籍,を,を,ADP,case,感想
電子書籍,交換,交換,VERB,ROOT,交換
電子書籍,する,する,AUX,aux,交換
電子書籍,電子,電子,NOUN,compound,書籍
電子書籍,書籍,書籍,NOUN,obj,見せる
電子書籍,を,を,ADP,case,書籍
電子書籍,見せる,見せる,VERB,ROOT,見せる
電子書籍,デバイス,デバイス,NOUN,obj,取り合う
電子書籍,を,を,ADP,case,デバイス
電子書籍,取り合う,取り合う,VERB,ROOT,取り合う
電子書籍,電子,電子,NOUN,compound,書籍
電子書籍,書籍,書籍,NOUN,obl,議論
電子書籍,に,に,ADP,case,書籍
電子書籍,つい,つく,VERB,fixed,に
電子書籍,て,て,SCONJ,fixed,に
電子書籍,議論,議論,VERB,ROOT,議論
電子書籍,する,する,AUX,aux,議論
電子書籍,電子,電子,NOUN,compound,書籍
電子書籍,書籍,書籍,NOUN,obj,読む
電子書籍,を,を,ADP,case,書籍
電子書籍,読む,読む,VERB,acl,時間
電子書籍,時間,時間,NOUN,obj,作る
電子書籍,を,を,ADP,case,時間
電子書籍,作る,作る,VERB,ROOT,作る
電子書籍,電子,電子,NOUN,compound,書籍
電子書籍,書籍,書籍,NOUN,obj,プレゼント
電子書籍,を,を,ADP,case,書籍
電子書籍,プレゼント,プレゼント,VERB,ROOT,プレゼント
電子書籍,する,する,AUX,aux,プレゼント
電子書籍,電子,電子,NOUN,compound,書籍
電子書籍,書籍,書籍,NOUN,obj,交換
電子書籍,を,を,ADP,case,書籍
電子書籍,交換,交換,VERB,ROOT,交換
電子書籍,する,する,AUX,aux,交換
電子書籍,デバイス,デバイス,NOUN,obj,置き
電子書籍,を,を,ADP,case,デバイス
電子書籍,置き,置く,VERB,ROOT,置き
電子書籍,忘れる,忘れる,VERB,advcl,置き
電子書籍,デバイス,デバイス,NOUN,obj,探し
電子書籍,を,を,ADP,case,デバイス
電子書籍,探し,探す,VERB,ROOT,探し
電子書籍,合う,合う,VERB,advcl,探し
電子書籍,デバイス,デバイス,NOUN,obj,手渡す
電子書籍,を,を,ADP,case,デバイス
電子書籍,手渡す,手渡す,VERB,ROOT,手渡す
電子書籍,デバイス,デバイス,NOUN,obj,分け合う
電子書籍,を,を,ADP,case,デバイス
電子書籍,分け合う,分け合う,VERB,ROOT,分け合う
紙の地図,地図,地図,NOUN,obj,広げる
紙の地図,を,を,ADP,case,地図
紙の地図,広げる,広げる,VERB,ROOT,広げる
紙の地図,現在地,現在地,NOUN,obj,確認
紙の地図,を,を,ADP,case,現在地
紙の地図,確認,確認,VERB,ROOT,確認
紙の地図,する,する,AUX,aux,確認
紙の地図,目的地,目的地,NOUN,obj,探す
紙の地図,を,を,ADP,case,目的地
紙の地図,探す,探す,VERB,ROOT,探す
紙の地図,ルート,ルート,NOUN,obj,確認
紙の地図,を,を,ADP,case,ルート
紙の地図,確認,確認,VERB,ROOT,確認
紙の地図,する,する,AUX,aux,確認
紙の地図,ペン,ペン,NOUN,obl,描く
紙の地図,で,で,ADP,case,ペン
紙の地図,ルート,ルート,NOUN,obj,描く
紙の地図,を,を,ADP,case,ルート
紙の地図,描く,描く,VERB,ROOT,描く
紙の地図,折り目,折り目,NOUN,obj,つける
紙の地図,を,を,ADP,case,折り目
紙の地図,つける,つける,VERB,ROOT,つける
紙の地図,地図,地図,NOUN,obj,折りたたむ
紙の地図,を,を,ADP,case,地図
紙の地図,折りたたむ,折りたたむ,VERB,ROOT,折りたたむ
紙の地図,ポケット,ポケット,NOUN,obl,入れる
紙の地図,に,に,ADP,case,ポケット
紙の地図,入れる,入れる,VERB,ROOT,入れる
紙の地図,メモ,メモ,NOUN,obj,取る
紙の地図,を,を,ADP,case,メモ
紙の地図,取る,取る,VERB,ROOT,取る
紙の地図,場所,場所,NOUN,nmod,名前
紙の地図,の,の,ADP,case,場所
紙の地図,名前,名前,NOUN,obj,確認
紙の地図,を,を,ADP,case,名前
紙の地図,確認,確認,VERB,ROOT,確認
紙の地図,する,する,AUX,aux,確認
紙の地図,地図,地図,NOUN,nmod,凡例
紙の地図,の,の,ADP,case,地図
紙の地図,凡例,凡例,NOUN,obj,見る
紙の地図,を,を,ADP,case,凡例
紙の地図,見る,見る,VERB,ROOT,見る
紙の地図,方角,方角,NOUN,obj,確認
紙の地図,を,を,ADP,case,方角
紙の地図,確認,確認,VERB,ROOT,確認
紙の地図,する,する,AUX,aux,確認
紙の地図,周囲,周囲,NOUN,nmod,地形
紙の地図,の,の,ADP,case,周囲
紙の地図,地形,地形,NOUN,obj,見る
紙の地図,を,を,ADP,case,地形
紙の地図,見る,見る,VERB,ROOT,見る
紙の地図,交通手段,交通手段,NOUN,obj,考える
紙の地図,を,を,ADP,case,交通手段
紙の地図,考える,考える,VERB,ROOT,考える
紙の地図,地図,地図,NOUN,obj,回転
紙の地図,を,を,ADP,case,地図
紙の地図,回転,回転,VERB,ROOT,回転
紙の地図,さ,する,AUX,aux,回転
紙の地図,せる,せる,AUX,aux,回転
紙の地図,ルート,ルート,NOUN,obj,覚える
紙の地図,を,を,ADP,case,ルート
紙の地図,覚える,覚える,VERB,ROOT,覚える
紙の地図,標高,標高,NOUN,obj,確認
紙の地図,を,を,ADP,case,標高
紙の地図,確認,確認,VERB,ROOT,確認
紙の地図,する,する,AUX,aux,確認
紙の地図,距離,距離,NOUN,obj,測る
紙の地図,を,を,ADP,case,距離
紙の地図,測る,測る,VERB,ROOT,測る
紙の地図,地図,地図,NOUN,obj,見直す
紙の地図,を,を,ADP,case,地図
紙の地図,見直す,見直す,VERB,ROOT,見直す
紙の地図,地図,地図,NOUN,obj,保存
紙の地図,を,を,ADP,case,地図
紙の地図,保存,保存,VERB,ROOT,保存
紙の地図,する,する,AUX,aux,保存
紙の地図,コンパス,コンパス,NOUN,obj,使う
紙の地図,を,を,ADP,case,コンパス
